,의안번호,처리여부,의안명,제안자구분,제안일자,의결일자,의결결과,심사진행상태,문서,제안회기,제안이유,소관위원회,제안자,발의자,발의자_한글,제안정당,제안자_한글,성별,여성의원 수
10,2024924,처,전기통신사업법 일부개정법률안,의원,2020-05-04,2020-05-20 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제377회,"  ■   및  최근 N번방 사건으로 불리는 텔레그램 성착취 사건 등을 계기로 디지털 성범죄에 대한 국민적 공분이 커지고 있음.웹하드와 같은 특수유형 부가통신사업자 외에 부가통신사업자가 제공하는 플랫폼에서도 성착취물 유통이 급증하고 있으나, 현행법에 따르면 불법촬영물이 정보통신망에 유포되어도 부가통신사업자에게는 적극적 조치를 해야 할 의무가 없어 불법촬영물의 유통을 신속하고 효과적으로 차단하는 데 한계가 있음. 또한 정보통신망에서 유통되는 아동·청소년이용음란물의 경우 그 피해는 더욱 심각하다고 할 것임.한편, 웹하드 업체가 디지털 성범죄 영상을 유포하는 동시에 해당 영상에 대한 모니터링·삭제 등 기술적 조치를 위탁받은 수탁자의 주식 또는 지분을 소유·운영할 경우 수탁자에 의한 실질적인 모니터링이 이루어지지 않아 효과적인 디지털 성범죄 근절이 이루어지지 않을 수 있음.이에 부가통신사업자로 하여금 자신이 운영·관리하는 정보통신망에 「성폭력범죄의 처벌 등에 관한 특례법」 제14조에 따른 불법촬영물, 제14조의2에 따른 편집물？합성물？가공물 및 「아동·청소년의 성보호에 관한 법률」 제2조제5호에 따른 아동·청소년이용음란물에 대해 삭제, 접속차단 등 유통방지 조치의무를 부과하고 이를 위반한 경우 과징금을 부과하며, 아울러 대통령령으로 정하는 기술적？관리적 조치 의무도 부과하고 이를 위반한 경우 과태료를 부과하도록 하며, 유통방지 조치 또는 기술적？관리적 조치 의무 위반에 대한 형사처벌도 가능하도록 하여 불법촬영물 등의 유포, 확산을 방지하고자 함(안 제22조의5제1항 및 제2항, 제22조의6, 제95조의2 및 제104조 신설 등).또한 특수유형부가통신사업자가 불법촬영물 등 유통방지를 위한 기술적·관리적 조치를 제3자에게 위탁하는 경우 그 수탁자의 주식 또는 지분을 소유하지 못하게 함으로써 디지털 성범죄의 구조적 문제를 해결하고자 하며, 특수유형부가통신사업자가 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」 제44조의7제1항제1호에 따른 불법정보의 유통방지 등을 위해 대통령령으로 정한 기술적 조치를 하지 않은 경우에 대한 과태료를 상향하고자 함(안 제22조의3제6항 신설 및 제104조 등).  ",과학기술정보방송통신위원회,"['이원욱(더불어민주당/李元旭)', '김두관(더불어민주당/金斗官)', '김병관(더불어민주당/金炳官)', '김병욱(더불어민주당/金炳旭)', '김영진(더불어민주당/金榮鎭)', '김철민(더불어민주당/金哲玟)', '박경미(더불어민주당/朴炅美)', '박선숙(민생당/朴仙淑)', '이인영(더불어민주당/李仁榮)', '이훈(더불어시민당/李薰)', '정춘숙(더불어민주당/鄭春淑)', '한정애(더불어민주당/韓貞愛)', '홍의락(더불어민주당/洪宜洛)']",이원욱(더불어민주당/李元旭),이원욱,더불어민주당,"['이원욱', '김두관', '김병관', '김병욱', '김영진', '김철민', '박경미', '박선숙', '이인영', '이훈', '정춘숙', '한정애', '홍의락']",남성,4
11,2024923,처,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,의원,2020-05-04,2020-05-20 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제377회,"   최근 발생한 텔레그램 N번방 사건처럼 불법촬영물의 유통으로 인한 피해자의 2차 피해를 방지하기 위해서는 정보통신서비스 제공자의 신속한 삭제와 접속 차단이 우선되어야 함. 특히, 해외 정보통신서비스 제공자의 경우 해외사업자라는 이유로 국내법을 적용하기 어려운 실정임.이에 정보통신서비스 제공자에게 불법촬영물등에 대한 유통방지 책임자 지정의무와 투명성 보고서 제출의무를 부과하고 이를 이행하지 않을 경우 과태료 등을 부과하도록 하는 한편, 해외사업자에게도 불법촬영물 등을 포함한 불법정보의 유통금지에 관한 의무를 보다 명확히 부과하기 위해 역외적용 규정을 도입하고자 하는 것임. 가. 국외에서 이루어진 행위도 국내 시장 또는 이용자에게 영향을 미칠 경우 이 법을 적용하도록 함(안 제5조의2 신설).나. 정보통신서비스 제공자 중 대통령령으로 정하는 기준에 해당하는 자는 불법촬영물등 유통방지 책임자를 지정하도록 함(안 제44조의9 및 제76조제2항제4호의4 신설).다. 정보통신서비스 제공자 중 대통령령으로 정하는 기준에 해당하는 자는 방송통신위원회에 매년 투명성 보고서를 제출하도록 함(안 제64조의5 및 제76조제3항제25호 신설).  ",과학기술정보방송통신위원회,"['이원욱(더불어민주당/李元旭)', '김두관(더불어민주당/金斗官)', '김병관(더불어민주당/金炳官)', '김병욱(더불어민주당/金炳旭)', '김영진(더불어민주당/金榮鎭)', '김철민(더불어민주당/金哲玟)', '박경미(더불어민주당/朴炅美)', '이인영(더불어민주당/李仁榮)', '이훈(더불어시민당/李薰)', '정춘숙(더불어민주당/鄭春淑)', '한정애(더불어민주당/韓貞愛)', '허윤정(더불어민주당/許允貞)', '홍의락(더불어민주당/洪宜洛)']",이원욱(더불어민주당/李元旭),이원욱,더불어민주당,"['이원욱', '김두관', '김병관', '김병욱', '김영진', '김철민', '박경미', '이인영', '이훈', '정춘숙', '한정애', '허윤정', '홍의락']",남성,4
12,2024921,처,아이돌봄 지원법 일부개정법률안,위원장,2020-04-29,2020-04-30 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제377회,"  대안의  아이돌보미에 의한 아동 학대 사건이 발생함에 따라 아이돌보미에 대한 자격 및 관리·감독을 강화하고, 아이돌봄 지원에 관한 정책을 총괄하여 추진하고 지역 내에서 아이돌보미 수급을 계획하고 관리할 수 있는 아이돌봄중앙지원센터 및 광역지원센터를 마련하며, 민간 영역의 육아도우미에 대한 아동 학대 예방을 위한 범죄경력 조회 등을 가능하도록 함.대안의  가. 아이돌봄중앙지원센터, 아이돌봄광역지원센터 설치(안 제10조의3, 제10조의4)나. 아이돌보미에 대한 인적사항, 경력, 자격제재 이력 등을 보호자에게 제공(안 제12조)다. 아이돌보미가 아닌 육아도우미에 대하여도 신원 확인을 요청하는 경우 신원 확인 증명서 발급 (안 제19조의2)라. 아이돌봄서비스에 대한 실태조사 실시(안 제28조의2)마. 아이돌보미 자격정지 사유 구체화 및 3년으로 기간 연장(안 제32조)바. 아동학대관련 범죄로 보호처분이 확정된 경우까지도 아이돌보미의 자격취소 사유로 추가(안 제33조)  ",여성가족위원회,,위원장,,위원장,[], ,0
13,2024919,처,다문화가족지원법 일부개정법률안,위원장,2020-04-29,2020-04-30 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제377회,"  대안의  기본계획에 대한 국회의 기능을 강화하고, 다문화가족지원센터의 기능을 명확히 하며, 홍보영상 송출 사업자를 확대하고자 함.대안의  가. 기본계획을 국회 소관상임위원회에 보고(안 제3조의2)나. 비상업적 공익광고 편성비율의 범위에서 홍보영상 송출을 요청할 수 있는 사업자를 지상파방송사업자에서 방송사업자로 확대(안 제5조)다. 다문화가족지원센터의 업무에 다문화가족 내 가정폭력 방지 및 피해자 연계지원을 포함(안 제12조)  ",여성가족위원회,,위원장,,위원장,[], ,0
14,2024918,처,아동·청소년의 성보호에 관한 법률 일부개정법률안,위원장,2020-04-29,2020-04-30 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제377회,"  대안의  현행법에서는 성매매에 유입되는 아동·청소년을 처벌하지 않도록 하고 있음에도 불구하고, 이러한 아동·청소년을 ‘피해아동·청소년’으로 정의하지 않고 성을 사는 행위의 ‘대상아동·청소년’으로 정의하여 「소년법」에 따른 보호처분을 하고 있음. 따라서 성매매 유입 아동·청소년은 경찰·검찰 등 수사기관의 수사를 거쳐 관할법원 소년부에 송치되거나 교육과정 혹은 상담과정을 마치도록 되어 있음. 이는 강도상해 등 강력범죄를 저지른 청소년에 대한 보호처분과 다르지 않을 뿐 아니라, 성폭력 가해 청소년과도 같은 유형의 보호처분이 이뤄진다는 문제점을 안고 있음. 더욱이 성매매 유입 아동·청소년들은 처벌 대상이 아님에도 불구하고 이러한 절차를 거쳐야 하는 것을 빌미로 성 매수자나 알선자들이 해당 아동·청소년을 협박하는 등 문제가 발생하고 있음.또한 성매매 피해 상담소, 성폭력 상담소, 청소년상담복지센터에서도 성매매 피해아동·청소년을 위한 상담을 할 수 있도록 되어 있으나, 해당 상담소 및 센터의 업무의 성격상 성인 성매매 피해자, 성폭력 피해자, 위기청소년 등과는 달리 특화된 발견·상담·교육·보호·지원을 필요로 하는 성매매 피해아동·청소년을 위한 전문적인 프로그램을 운영하지 못하고 있는 실정임.이에 ‘대상아동·청소년’을 삭제하고 ‘피해아동·청소년’에 ‘성매매 피해아동·청소년’을 포함하도록 하고 이들에 대한 보호처분을 폐지하고자 함. 또한 현행 아동·청소년 성매매 피해자 지원체계를 정비하여 국가와 지방자치단체가 성매매 피해아동·청소년 지원센터를 설치·운영하 여 성매매 피해아동·청소년을 위해 전문적이고 통합적인 상담·교육·보호·지원을 제공할 수 있도록 하고자 함.대안의  가. 대상아동·청소년을 삭제하고, 피해아동·청소년에 성을 사는 행위의 피해자가 된 성매매 피해아동·청소년을 포함하도록 함(안 제2조제6호 및 제7호).나. 장애 아동·청소년을 대상 성범죄에 대하여 정한 형의 2분의 1까지 가중처벌할 수 있도록 함(안 제13조제3항 신설).다. 「형법」 제305조에 따른 미성년자에 대한 간음·추행의 죄에 대하여 공소시효를 배제함(안 제20조제3항제1호).라. 검사 또는 사법경찰관은 성매매 피해아동·청소년을 발견한 경우 신속하게 사건을 수사한 후 여성가족부장관 및 성매매 피해아동·지원센터를 관할하는 시？도지사에 통지하도록 하고, 통지를 받은 여성가족부장관은 해당 성매매 피해아동·청소년에 대하여 교육 프로그램 이수 등의 조치를 하도록 함(안 제38조).마. 대상아동·청소년에 대한 「소년법」의 적용 조항을 삭제함(안 제39조 및 제40조 삭제).바. 국가와 지방자치단체는 성매매 피해아동·청소년의 보호 및 지원을 위하여 성매매 피해아동·청소년 지원센터를 설치·운영할 수 있도록 함(안 제47조의2 신설).사. 등록정보의 공개 및 고지 대상을 아동·청소년대상 성범죄를 저지른 자로 확대함(안 제49조제1항제1호 및 제50조제1항제1호).  ",여성가족위원회,,위원장,,위원장,[], ,0
15,2024917,처,양성평등기본법 일부개정법률안,위원장,2020-04-29,2020-04-30 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제377회," ""대안의  2015년부터 양성평등실무위원회가 기존 중앙행정기관 외에 지자체 소관 위원회도 심의하게 됨에 따라 관리대상 위원회가 2013년 429개에서 2017년 16,487개로 늘어나 지역특성과 위원회별 정책환경을 감안한 심도 있는 심의가 어려운 실정인 바, 이에 시·도 양성평등 위원회를 설치하여 위원 구성에서의 특정 성별 편중 문제에 대하여 심사할 수 있도록 할 필요가 있음.또한 2014년 OECD 자료에 따르면 우리나라의 성별 임금격차는 36.7%로 회원국 중 가장 높은 수치를 기록하고 있어 성별 임금 차별 실태를 알리고 고용분야 양성평등을 촉진하기 위한 조치가 필요함.대안의  가. 시·도의 양성평등정책에 관한 중요사항을 심의·조정하기 위한 양성평등위원회를 설치함(안 제11조의2 신설).나. 양성평등주간 중 하루를  양성평등 임금의 날 로 하고, 양성평등 임금의 날에 성별 임금 통계 등을 공표하도록 함(안 제38조제3항 신설)"" ",여성가족위원회,,위원장,,위원장,[], ,0
16,2024911,처,건강가정기본법 일부개정법률안,위원장,2020-04-29,2020-04-30 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제377회,"  대안의  기타 공공기관인 한국건강가정진흥원의 설치 근거 법률에 정관에 관한 사항을 추가하여 입법미비를 보완하고, 건강가정기본계획에 대한 국회의 기능을 강화하며, 건강가정지원센터에 대한 비용을 보조할 수 있도록 함.대안의  가. 자녀양육, 가족교육·상담 등에 관한 정보를 가족구성원에게 제공하도록 함(안 제11조)나. 건강가정기본계획을 국회 소관 상임위에 보고(안 제15조제4항)다. 가족실태조사의 주기를 5년에서 3년으로 단축(안 제20조)라. 한국건강가정진흥원의 정관 기재사항 및 정관변경 절차 명시(안 제34조의2)마. 건강가정지원센터의 비용 지원(안 제35조)  ",여성가족위원회,,위원장,,위원장,[], ,0
17,2024909,처,재외동포재단법 일부개정법률안,위원장,2020-04-29,2020-04-29 00:00:00,원안가결, , ,제20대 (2016~2020) 제377회,"  대안의  성폭력범죄에 대한 경각심 제고와 국민의 불안감 해소를 위해 재외동포재단 임원 결격사유는 「국가공무원법」 제33조(결격사유)를 준용하도록 함으로써 성폭력범죄 경력자에 대한 재외동포재단 임원의 결격사유를 특별히 강화될 수 있도록 하려는 것임.또한, 현행법에 따르는 경우 사업계획서의 변경내용만 승인을 받는 것으로 해석될 우려가 있으므로 사업 변경 시 변경사유가 포함된 사업변경 계획을 사전에 승인받도록 하여, 무분별한 사업변경이 발생하지 않도록 하려는 것임.대안의  가. 재외동포재단 임원의 결격사유를 「국가공무원법」 제33조(결격사유)를 준용하도록 함(안 제9조).나. 재외동포재단의 사업계획 및 예산서를 변경하는 경우 변경 사유 및 내용을 명시한 대통령령으로 정하는 변경 사업계획서 및 예산서 등을 사전에 승인받도록 함(안 제21조제2항 신설)  ",외교통일위원회,,위원장,,위원장,[], ,0
18,2024883,처,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,위원장,2020-04-29,2020-04-29 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제377회, ,법제사법위원회,,위원장,,위원장,[], ,0
19,2024882,처,형법 일부개정법률안,위원장,2020-04-29,2020-04-29 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제377회,"  ■  사이버 성범죄로 인한 피해가 날로 증가하고 있는 상황에서 최근 텔레그램을 이용한 성착취 사건으로 인해 국민적 관심사가 매우 고조된 상황임. 국회 국민동의청원 홈페이지에서도 ‘텔레그램 n번방 사건을 비롯한 사이버 성범죄의 처벌법 제정에 관한 청원’이 10만 명의 동의를 얻어 현재 국회에 계류되어 있음.이에 미성년자 의제강간 연령기준을 16세로 높이고 강간 등의 예비·음모에 대한 처벌규정을 신설하는 등 관련 규정을 정비함으로써 성범죄로 인한 피해 발생을 미연에 방지하여 국민의 성적 자기결정권 등 기본권을 보호하고 범죄로부터 안전한 사회를 조성하려는 것임. 가. 미성년자 의제강간 연령기준을 13세에서 16세로 상향하되, 피해 미성년자가 13세 이상 16세 미만인 경우 19세 이상의 자에 대해서만 처벌하도록 함(안 제305조제2항 신설).나. 강간, 유사강간 등의 죄를 범할 목적으로 예비·음모한 사람은 3년 이하의 징역에 처함(안 제305조의3 신설).  ",법제사법위원회,,위원장,,위원장,[], ,0
20,2024875,처,유아교육법 일부개정법률안,의원,2020-04-28,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제377회,"    및  최근 텔레그램 N번방 사건 등과 같은 디지털성범죄가 계속 발생하며 이에 연루된 유료회원이 100여명이 넘어가고 공익근무요원, 군인 등 다양한 직종의 사람들이 검거되고 있음.또한 가해자중의 30%이상이 미성년자로 밝혀지고 있고, 재발방지를 위해서는 성장기에 올바른 교육이 중요하다는 점에서 학생을 가르치는 교원의 자격은 더욱 엄격해야 할 것임.이에 성범죄로 인한 처벌 또는 정신질환이 있는 경우 교원 자격 취득을 제한하여 교원 임용뿐만 아니라 교원 자격을 이용한 관련 분야 취업 등에 이용하지 못하도록 하여 교원의 도덕성을 제고하고자 함(안 제22조의2 신설).  ",교육위원회,"['서영교(더불어민주당/徐瑛敎)', '김두관(더불어민주당/金斗官)', '김병기(더불어민주당/金炳基)', '김영주(더불어민주당/金榮珠)', '남인순(더불어민주당/南仁順)', '백혜련(더불어민주당/白惠蓮)', '신창현(더불어시민당/申昌賢)', '우원식(더불어민주당/禹元植)', '임종성(더불어민주당/林鍾聲)', '조승래(더불어민주당/趙承來)', '한정애(더불어민주당/韓貞愛)']",서영교(더불어민주당/徐瑛敎),서영교,더불어민주당,"['서영교', '김두관', '김병기', '김영주', '남인순', '백혜련', '신창현', '우원식', '임종성', '조승래', '한정애']",여성,5
21,2024874,처,초·중등교육법 일부개정법률안,의원,2020-04-28,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제377회,"  ■   및  최근 텔레그램 N번방 사건 등과 같은 디지털성범죄가 계속 발생하며 이에 연루된 유료회원이 100여명이 넘어가고 공익근무요원, 군인 등 다양한 직종의 사람들이 검거되고 있음. 또한 가해자 중 30% 이상이 미성년자로 밝혀지고 있고, 재발 방지를 위해서는 성장기에 올바른 교육이 중요하다는 점에서 학생을 가르치는 교원의 자격은 더욱 엄격해야 할 것임.이에 성범죄로 인한 처벌 또는 정신질환이 있는 경우 교원 자격 취득을 제한하여 교원 임용뿐만 아니라 교원 자격을 이용한 관련 분야 취업 등에 이용하지 못하도록 하여 교원의 도덕성을 제고하고자 함(안 제21조의2 신설).  ",교육위원회,"['서영교(더불어민주당/徐瑛敎)', '김두관(더불어민주당/金斗官)', '김병기(더불어민주당/金炳基)', '김영주(더불어민주당/金榮珠)', '남인순(더불어민주당/南仁順)', '백혜련(더불어민주당/白惠蓮)', '신창현(더불어시민당/申昌賢)', '우원식(더불어민주당/禹元植)', '임종성(더불어민주당/林鍾聲)', '조승래(더불어민주당/趙承來)', '한정애(더불어민주당/韓貞愛)']",서영교(더불어민주당/徐瑛敎),서영교,더불어민주당,"['서영교', '김두관', '김병기', '김영주', '남인순', '백혜련', '신창현', '우원식', '임종성', '조승래', '한정애']",여성,5
22,2024866,처,아동·청소년의 성보호에 관한 법률 일부개정법률안,의원,2020-04-24,2020-05-20 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제377회,"    및  최근 국민적 공분을 사고 있는 이른바 텔레그램 n번방 사건은 아동·청소년을 대상으로 성착취물을 제작한 뒤 판매 등 유포하여 범죄 수익을 거둬들였음. 이뿐만이 아니라 피의자들은 아동·청소년의 성착취물을 협박의 빌미로 삼아 미성년인 피해자들이 성착취 구조에서 벗어나지 못하도록 하는 등 씻을 수 없는 아픔과 고통을 주었음.이처럼 아동·청소년이용음란물 범죄의 양상이 심각해지고 있으나 해당 범죄에 대한 제재와 사회적 감시망 구축 등은 미비한 실정임. 이에 아동·청소년이용음란물 범죄의 양상 중 하나로 나타난 광고？소개 행위에 대한 처벌을 신설하고, 아동·청소년이용음란물 소지죄로 벌금형을 선고받는 자의 경우에도 아동·청소년관련기관에의 취업을 제한할 수 있도록 함. 또한 아동·청소년이용음란물 범죄를 수사기관에 신고한 자에 대해 신고포상금을 지급할 수 있도록 하여 사회적 감시를 강화하고자 함(안 제11조제2항·제3항, 제56조제1항, 제59조제1항).  ",여성가족위원회,"['정춘숙(더불어민주당/鄭春淑)', '강훈식(더불어민주당/姜勳植)', '권미혁(더불어민주당/權美赫)', '김상희(더불어민주당/金相姬)', '김영진(더불어민주당/金榮鎭)', '남인순(더불어민주당/南仁順)', '백혜련(더불어민주당/白惠蓮)', '송옥주(더불어민주당/宋玉珠)', '유승희(더불어민주당/兪承希)', '이용득(더불어민주당/李龍得)', '임종성(더불어민주당/林鍾聲)', '허윤정(더불어민주당/許允貞)']",정춘숙(더불어민주당/鄭春淑),정춘숙,더불어민주당,"['정춘숙', '강훈식', '권미혁', '김상희', '김영진', '남인순', '백혜련', '송옥주', '유승희', '이용득', '임종성', '허윤정']",여성,8
